web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717211876-47","https://www.expat-dakar.com/climatisation?page=16","CLIMATISEUR 1.5CV ASTECH
Neuf
Plateau,
Dakar

7. mai, 11:17

160 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/climatiseur-15cv-astech-6063832","CLIMATISEUR 1.5CV ASTECH","Neuf","Plateau

Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b80a13dc2b207f0b398afc9d2fba867c/-/horizon-files-prod/ed/picture/qrzvp54x/522edac76a0d351c775dbce7406200f868522bc1.jpg"
"1717211879-48","https://www.expat-dakar.com/climatisation?page=16","SPLIT ASTECH 12000BTU 1.5 CV 12RBR410
Neuf
Médina,
Dakar

26. avr., 12:56

180 000 F Cfa

777238993

338890072","https://www.expat-dakar.com/annonce/split-astech-12000btu-15-cv-12rbr410-6057416","SPLIT ASTECH 12000BTU 1.5 CV 12RBR410","Neuf","Médina

Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/817d925a5f34f905a7b2ee0ef459f53d/-/horizon-files-prod/ed/picture/qpd6vznw/c12deb3a7f58e5c1fd09b2d9bf6db6e6188e82b3.jpg"
"1717211882-49","https://www.expat-dakar.com/climatisation?page=16","SPLIT ASTECH 3CV INVERTER +WIFI 24000BTU
Neuf
Plateau,
Dakar

6. mai, 15:38

369 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-astech-3cv-inverter-wifi-24000btu-6063926","SPLIT ASTECH 3CV INVERTER +WIFI 24000BTU","Neuf","Plateau

Dakar","369 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce180febbf7c25de4429eb09c1d6798c/-/horizon-files-prod/ed/picture/q9m9ewq0/d194d71725219d99f38f81168a08176a67872e33.jpg"
"1717211885-50","https://www.expat-dakar.com/climatisation?page=16","SPLIT ASTECH PORTATIF 1.5CV 12000BTU FILTRE ANTI POSSIERE
Neuf
Plateau,
Dakar

6. mai, 16:56

179 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-astech-portatif-15cv-12000btu-filtre-anti-possiere-6063980","SPLIT ASTECH PORTATIF 1.5CV 12000BTU FILTRE ANTI POSSIERE","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e71fe6d786308be3b27a2b871dea372b/-/horizon-files-prod/ed/picture/qkrg4242/274c9554d98ea12905b869955e839a3ce453bc35.jpg"
"1717211891-51","https://www.expat-dakar.com/climatisation?page=15","SPLIT ASTECH 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

6. mai, 18:37

205 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-astech-15cv-inverter-12000btu-6064048","SPLIT ASTECH 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar","205 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/84b03eed7520cb35960d66ab9efa0b0a/-/horizon-files-prod/ed/picture/q9m9ed06/03c0cbe76e18db5c6dfc2b91ab1a57948bb542d2.jpg"
"1717211894-52","https://www.expat-dakar.com/climatisation?page=15","SPLIT ASTECH 1.25CV INVERTER 900BTU
Neuf
Plateau,
Dakar

6. mai, 18:57

184 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-astech-125cv-inverter-900btu-6064072","SPLIT ASTECH 1.25CV INVERTER 900BTU","Neuf","Plateau

Dakar","184 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae937e02787a7cd0d7ca4453c1dc6e52/-/horizon-files-prod/ed/picture/qwe2v8e0/796b587aba04dd09ddf75df65ad0bba2e6983abb.jpg"
"1717211897-53","https://www.expat-dakar.com/climatisation?page=15","SPLIT TCL 24000 BTU 3 CV
Neuf
Colobane,
Dakar

6. mai, 23:51

310 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/split-tcl-24000-btu-3-cv-6054077","SPLIT TCL 24000 BTU 3 CV","Neuf","Colobane

Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e291185f3507215ce36197477bf4942/-/horizon-files-prod/ed/picture/qxj2reqw/9468615c681f43cfe0e7b9f2ea9a32a1b6de9d96.jpg"
"1717211899-54","https://www.expat-dakar.com/climatisation?page=15","Climatiseur smart 12000 btu tropicalisé.
Neuf
Ouakam,
Dakar

7. mai, 08:13

170 000 F Cfa

788785422","https://www.expat-dakar.com/annonce/climatiseur-smart-12000-btu-tropicalise-6063948","Climatiseur smart 12000 btu tropicalisé.","Neuf","Ouakam

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/48bc2119cbbaf1cb5b4397639dfe4d91/-/horizon-files-prod/ed/picture/q9m9ew70/c6d0131e3b3c0ae018ce178fb1cd2c8ea2a2843e.jpg"
"1717211902-55","https://www.expat-dakar.com/climatisation?page=15","Ventilateur à Eau 20L
Neuf
Plateau,
Dakar

7. mai, 16:58

95 000 F Cfa

773189012","https://www.expat-dakar.com/annonce/ventilateur-a-eau-20l-6064975","Ventilateur à Eau 20L","Neuf","Plateau

Dakar","95 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac2d37df3e50a65f625887f641b87593/-/horizon-files-prod/ed/picture/q448zqx9/4c26b2a88a6b1e1dea65df42d18ae3319ab30154.jpg"
"1717211905-56","https://www.expat-dakar.com/climatisation?page=15","Split Hisense 9000 BTU
Neuf
Point-e,
Dakar

8. mai, 11:29

Vendeur vérifié

155 000 F Cfa

775339898","https://www.expat-dakar.com/annonce/split-hisense-9000-btu-6048837","Split Hisense 9000 BTU","Neuf","Point-e

Dakar","155 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7df5d13b9c50d288745c218fc465ed3e/-/horizon-files-prod/ed/picture/qj4rk4dr/7ef7845d339d7eacc7c36fbe505fef5c541c2d42.jpg"
"1717211908-57","https://www.expat-dakar.com/climatisation?page=15","SPLIT 9000 BTU DE MARQUE BEKO
D'occasion
Yoff,
Dakar

8. mai, 12:19

100 000 F Cfa

766365852","https://www.expat-dakar.com/annonce/split-9000-btu-de-marque-beko-6065519","SPLIT 9000 BTU DE MARQUE BEKO","D'occasion","Yoff

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc5804b04120cb25e3a436a1942ec6ed/-/horizon-files-prod/ed/picture/q56xeq6g/1dcedf430700121806603c51d132908d2b417a04.jpg"
"1717211911-58","https://www.expat-dakar.com/climatisation?page=15","SPLIT ASTECH 24000BTU INVERTER + WIFI 24RB41-GB41
Neuf
Plateau,
Dakar

8. mai, 12:23

375 000 F Cfa

772355107","https://www.expat-dakar.com/annonce/split-astech-24000btu-inverter-wifi-24rb41-gb41-6065539","SPLIT ASTECH 24000BTU INVERTER + WIFI 24RB41-GB41","Neuf","Plateau

Dakar","375 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5bdf97d3147adfe9fde2f8da491c6d9/-/horizon-files-prod/ed/picture/q2jqe9r8/b3864c7ed55a0d5c19bee8ab4a6511013363d92f.jpg"
"1717211913-59","https://www.expat-dakar.com/climatisation?page=15","SPLIT BEKO 9000BTU 1,25 CV INVERTER
Neuf
Plateau,
Dakar

8. mai, 13:14

240 000 F Cfa

772355107","https://www.expat-dakar.com/annonce/split-beko-9000btu-125-cv-inverter-6065617","SPLIT BEKO 9000BTU 1,25 CV INVERTER","Neuf","Plateau

Dakar","240 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/29484216fe65fed1b69f48ee68f03a50/-/horizon-files-prod/ed/picture/q2jqe9ke/7e1dda8dd3ba3cbe6b4ce82baf37273912391b38.jpg"
"1717211916-60","https://www.expat-dakar.com/climatisation?page=15","Mini climatisatiseur
Neuf
Plateau,
Dakar

mardi, 21:11

15 000 F Cfa

766065770","https://www.expat-dakar.com/annonce/mini-climatisatiseur-6065678","Mini climatisatiseur","Neuf","Plateau

Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/361956571188c1523ff72b7ef7f8e96b/-/horizon-files-prod/ed/picture/qm5pxqjq/e36a6014c4f3d9119fe5b2800329e8f98625b4e5.jpg"
"1717211946-61","https://www.expat-dakar.com/climatisation?page=14","VENTILATEUR ROCH AVEC TÉLÉCOMMANDE
Neuf
Plateau,
Dakar

vendredi, 11:58

30 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/ventilateur-roch-avec-telecommande-5027637","VENTILATEUR ROCH AVEC TÉLÉCOMMANDE","Neuf","Plateau

Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7115cded5889b183141735973b09ab7/-/horizon-files-prod/ed/picture/qjv2r9v/15f7b0b4f56717c64ca127bd6665f03ca7613db6.jpg"
"1717211948-62","https://www.expat-dakar.com/climatisation?page=14","VENTILATEUR BINATONE SUR PIED VS-1656
Neuf
Médina,
Dakar

8. mai, 17:06

19 000 F Cfa

777238993

338890072","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-vs-1656-6057618","VENTILATEUR BINATONE SUR PIED VS-1656","Neuf","Médina

Dakar","19 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae482930b3c41eaa2055208add50b304/-/horizon-files-prod/ed/picture/qdek8vg0/6a5e3e29711cbe2d19725f37ffa0f6f7f1ac6530.jpg"
"1717211951-63","https://www.expat-dakar.com/climatisation?page=14","SPLIT MIDEA INVERTER ARMOIRE CYLINDRE 24000BTU NEW MODELE
Neuf
Plateau,
Dakar

9. mai, 00:04

698 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-midea-inverter-armoire-cylindre-24000btu-new-modele-6065997","SPLIT MIDEA INVERTER ARMOIRE CYLINDRE 24000BTU NEW MODELE","Neuf","Plateau

Dakar","698 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad831da6519c4dc8ff3de7d06e13ba31/-/horizon-files-prod/ed/picture/q448z948/dbb2f54479aa1a57f7e2907028791e4a6e68eb95.jpg"
"1717211953-64","https://www.expat-dakar.com/climatisation?page=14","SPLIT ROCH 12000BTU GAZ 410
Neuf
Plateau,
Dakar

16. mars, 12:08

178 000 F Cfa

772355107","https://www.expat-dakar.com/annonce/split-roch-12000btu-gaz-410-6028075","SPLIT ROCH 12000BTU GAZ 410","Neuf","Plateau

Dakar","178 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/aabd5ec6c95e454b8d4c681d6456d61a/-/horizon-files-prod/ed/picture/q448gd9p/5f0a330c070b287ca7f5fa9a83eb24cfa503049e.jpg"
"1717211956-65","https://www.expat-dakar.com/climatisation?page=14","SPLIT FINIX 12000BTU 1.5CV INVERTER FINIX-12DBC
Neuf
Plateau,
Dakar

9. mai, 13:47

Vendeur vérifié

240 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-finix-12000btu-15cv-inverter-finix-12dbc-5804638","SPLIT FINIX 12000BTU 1.5CV INVERTER FINIX-12DBC","Neuf","Plateau

Dakar","240 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f90e9b835c439d2e8783dd2a2f99e0e/-/horizon-files-prod/ed/picture/qpdwe6dm/918977ce58533ca24f68344c706ddaeaa59941f7.jpg"
"1717211959-66","https://www.expat-dakar.com/climatisation?page=14","Climatiseur haeir1.5 cav 12000btu
Neuf
Colobane,
Dakar

9. mai, 15:12

175 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/climatiseur-haeir15-cav-12000btu-6066597","Climatiseur haeir1.5 cav 12000btu","Neuf","Colobane

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a7ff8c1ae3ae524bf096ee3c5025f91/-/horizon-files-prod/ed/picture/q448zg0p/2ea4b2dda1a1f865aa0c345ddde6d877d5a78607.jpg"
"1717211963-67","https://www.expat-dakar.com/climatisation?page=14","SPLIT ASTECH en promo
Neuf
Médina,
Dakar

9. mai, 15:28

159 000 F Cfa

165 000 F Cfa

Économisez 3.6%

772046033","https://www.expat-dakar.com/annonce/split-astech-en-promo-2745463","SPLIT ASTECH en promo","Neuf","Médina

Dakar","159 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/951839eb5ca2cdff323ec855c903456f/-/horizon-files-prod/ed/picture/migrated/qgpmx7e/bf515506a69263a4f2b058e706bc525cfc40d25a.jpg"
"1717211966-68","https://www.expat-dakar.com/climatisation?page=14","SPLIT WESTPOOL 12000BTU ACS/M-11C 410S
Neuf
Plateau,
Dakar

10. mai, 10:21

Vendeur vérifié

220 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-westpool-12000btu-acsm-11c-410s-5783603","SPLIT WESTPOOL 12000BTU ACS/M-11C 410S","Neuf","Plateau

Dakar","220 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5b71be7e1cc87416f23a1705d5b81a4/-/horizon-files-prod/ed/picture/q0g26wxg/008f01867bcb42ad79260a83809bf83f70baf085.jpg"
"1717211969-69","https://www.expat-dakar.com/climatisation?page=14","CLIMATISEUR 1.25CV A++ ELACTRON
Neuf
Plateau,
Dakar

10. mai, 13:13

145 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/climatiseur-125cv-a-elactron-6067161","CLIMATISEUR 1.25CV A++ ELACTRON","Neuf","Plateau

Dakar","145 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/064b917290495db2ce81ae935bff0c89/-/horizon-files-prod/ed/picture/q2jqe65j/4e27fc302cd801cb81589e6d22c71000887eda4f.jpg"
"1717211973-70","https://www.expat-dakar.com/climatisation?page=14","Promo split climatiseur astech 1.5cv 12000btu
Neuf
Plateau,
Dakar

10. mai, 14:40

175 000 F Cfa

778477678

770617880","https://www.expat-dakar.com/annonce/promo-split-climatiseur-astech-15cv-12000btu-6067216","Promo split climatiseur astech 1.5cv 12000btu","Neuf","Plateau

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/abe359fada2a7a79decaeeb6517cffd2/-/horizon-files-prod/ed/picture/qpd6zeqq/23292885f7443b46e29bbf7ad7253f7c08e009bd.jpg"
"1717211980-71","https://www.expat-dakar.com/climatisation?page=13","Vente installation dépannage

Parcelles Assainies,
Dakar

10. mai, 14:43

150 000 F Cfa

777932510","https://www.expat-dakar.com/annonce/vente-installation-depannage-6067213","Vente installation dépannage","","Parcelles Assainies

Dakar","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7e8a7e9b65de2c678b2f9ed82100380/-/horizon-files-prod/ed/picture/qgq9nej8/0123929d74a54238c51f105298933352322463bf.jpg"
"1717211982-72","https://www.expat-dakar.com/climatisation?page=13","CLIM ROCH 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

vendredi, 13:16

195 000 F Cfa

220 000 F Cfa

Économisez 11.4%

775267261","https://www.expat-dakar.com/annonce/clim-roch-12000btu-15-cv-r410-5904443","CLIM ROCH 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","195 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a96322d16182f7f8da8cd1ed1347ca95/-/horizon-files-prod/ed/picture/qzvdp689/ddccbb62dfc27707d966c49c6589d570ccaf9810.jpg"
"1717211985-73","https://www.expat-dakar.com/climatisation?page=13","SPLIT BEKO 1,5CV 12000BTU R410
Neuf
Plateau,
Dakar

11. mai, 01:04

189 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-beko-15cv-12000btu-r410-6067495","SPLIT BEKO 1,5CV 12000BTU R410","Neuf","Plateau

Dakar","189 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8e371c9b3950ab996fd2dba799b4293/-/horizon-files-prod/ed/picture/qq47j07z/74d9b9a23bff7f5e019d091c8fca676f806b41d2.jpg"
"1717211988-74","https://www.expat-dakar.com/climatisation?page=13","CLIM SPLIT BEKO 12000BTU 1.5 CV R410 INVENTER
Neuf
Plateau,
Dakar

vendredi, 12:07

265 000 F Cfa

285 000 F Cfa

Économisez 7%

775267261","https://www.expat-dakar.com/annonce/clim-split-beko-12000btu-15-cv-r410-inventer-4057177","CLIM SPLIT BEKO 12000BTU 1.5 CV R410 INVENTER","Neuf","Plateau

Dakar","265 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0d5e4915ecde3771daf8182af441345/-/horizon-files-prod/ed/picture/qxvwdn2/1903a801d25c4118e178bfc4a787b262d44ed3a4.jpg"
"1717211992-75","https://www.expat-dakar.com/climatisation?page=13","Ventilateur continental sur pied 18 pouces
Neuf
Plateau,
Dakar

11. mai, 17:21

25 000 F Cfa

776555250","https://www.expat-dakar.com/annonce/ventilateur-continental-sur-pied-18-pouces-6067883","Ventilateur continental sur pied 18 pouces","Neuf","Plateau

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6df562830705695770fb6480aeb1921c/-/horizon-files-prod/ed/picture/q2jqem4e/d17c9bd2180e7abc39789da55d8e24a9a1e01ce5.jpg"
"1717211994-76","https://www.expat-dakar.com/climatisation?page=13","Ventilateur BINATONE a Eau Humidificateur 20 Litres BAC-20L
Neuf
Plateau,
Dakar

11. mai, 17:23

70 000 F Cfa

776555250","https://www.expat-dakar.com/annonce/ventilateur-binatone-a-eau-humidificateur-20-litres-bac-20l-6067888","Ventilateur BINATONE a Eau Humidificateur 20 Litres BAC-20L","Neuf","Plateau

Dakar","70 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/efc2c0e082f88e985ec7f71ece90f808/-/horizon-files-prod/ed/picture/q6xkep06/d7bf76ff7d7cd133d6caae05c2a34398ba05df94.jpg"
"1717211997-77","https://www.expat-dakar.com/climatisation?page=13","Ventilateur industriel sur pieds
Neuf
Plateau,
Dakar

12. mai, 13:04

782126969","https://www.expat-dakar.com/annonce/ventilateur-industriel-sur-pieds-2754814","Ventilateur industriel sur pieds","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb94ce2a360df128241ebeac33f3e6fa/-/horizon-files-prod/ed/picture/migrated/qvg052j/8a102c6e334729d0ca3e830d0535de203eb28189.jpg"
"1717212001-78","https://www.expat-dakar.com/climatisation?page=13","Climatiseur Roch Split Air Conditionner 12000 BTU 1.5 CV
Neuf
Médina,
Dakar

13. mai, 00:34

169 900 F Cfa

776164045","https://www.expat-dakar.com/annonce/climatiseur-roch-split-air-conditionner-12000-btu-15-cv-6028696","Climatiseur Roch Split Air Conditionner 12000 BTU 1.5 CV","Neuf","Médina

Dakar","169 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/669bf929059710647a7848ab4b15e394/-/horizon-files-prod/ed/picture/q8v575qr/7633f568e3eebb50dc3a663bbb1dae9e0999fc31.jpg"
"1717212005-79","https://www.expat-dakar.com/climatisation?page=13","Split Climatiseur
Neuf
Plateau,
Dakar

13. mai, 12:36

149 000 F Cfa

778477678

770617880","https://www.expat-dakar.com/annonce/split-climatiseur-5801970","Split Climatiseur","Neuf","Plateau

Dakar","149 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c251cbc556898eea1434a9b65fa7dc0/-/horizon-files-prod/ed/picture/q9m8vedp/ad0575e032f13d3f01b3b96d042b236f54f983f4.png"
"1717212084-80","https://www.expat-dakar.com/climatisation?page=12","Ventilateur Binatone
Neuf
Point-e,
Dakar

13. mai, 13:17

Vendeur vérifié

25 000 F Cfa

775339898","https://www.expat-dakar.com/annonce/ventilateur-binatone-6068970","Ventilateur Binatone","Neuf","Point-e

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea78f073c743bcbda31ff59136d85651/-/horizon-files-prod/ed/picture/q9m9e4j5/7f3b62cd15e6b96bad18595fd3ac6ff00d68222a.jpg"
"1717212087-81","https://www.expat-dakar.com/climatisation?page=12","Ventilateur Roch
Neuf
Point-e,
Dakar

13. mai, 13:22

Vendeur vérifié

45 000 F Cfa

775339898","https://www.expat-dakar.com/annonce/ventilateur-roch-6068976","Ventilateur Roch","Neuf","Point-e

Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e1556c12bed381e3754097a653574e7/-/horizon-files-prod/ed/picture/qrzvpd84/4fc37163010e58b5da347153dd28e4d4e43a7732.jpg"
"1717212090-82","https://www.expat-dakar.com/climatisation?page=12","Ventilateur
Neuf
Point-e,
Dakar

13. mai, 13:25

Vendeur vérifié

65 000 F Cfa

775339898","https://www.expat-dakar.com/annonce/ventilateur-6068977","Ventilateur","Neuf","Point-e

Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/961d48ca85f9b7d8fd79f18fc5684bab/-/horizon-files-prod/ed/picture/qxj204pn/ff08c4b42656f90badc54d8548299b15820f7fde.jpg"
"1717212092-83","https://www.expat-dakar.com/climatisation?page=12","Split SHARP INVERTER 18000BTU
Neuf
Plateau,
Dakar

14. mai, 10:29

349 900 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-sharp-inverter-18000btu-6069681","Split SHARP INVERTER 18000BTU","Neuf","Plateau

Dakar","349 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c15784aec81560f66dd1bc49a97b8f80/-/horizon-files-prod/ed/picture/qj4rnm9d/79efb84e24e034f16dc80ece9ea78a381c1ef61e.jpg"
"1717212095-84","https://www.expat-dakar.com/climatisation?page=12","Split SHARP 18000BTU R410
Neuf
Plateau,
Dakar

mardi, 10:40

258 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-sharp-18000btu-r410-6069692","Split SHARP 18000BTU R410","Neuf","Plateau

Dakar","258 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9283dd9b384eae3730477834d92e86e5/-/horizon-files-prod/ed/picture/q9m9p0z8/9670f34e75c80de3ddd83233a7c32474e2e7b1c1.jpg"
"1717212098-85","https://www.expat-dakar.com/climatisation?page=12","CLIMATISEUR LG 1.5 CV DUEL INVERTER
Neuf
Plateau,
Dakar

14. mai, 13:55

300 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/climatiseur-lg-15-cv-duel-inverter-6069929","CLIMATISEUR LG 1.5 CV DUEL INVERTER","Neuf","Plateau

Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a46dd2d28bd6dfe6077cb6ee2a7736ac/-/horizon-files-prod/ed/picture/qq47m47j/ca27ed3b366eb9e1314552bacb13bcc5fe8c73a3.jpg"
"1717212101-86","https://www.expat-dakar.com/climatisation?page=12","PROMO SPLIT SAMSUNG AR 18000BTU 2.5CV MAX
Neuf
Colobane,
Dakar

14. mai, 23:32

320 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/promo-split-samsung-ar-18000btu-25cv-max-6054080","PROMO SPLIT SAMSUNG AR 18000BTU 2.5CV MAX","Neuf","Colobane

Dakar","320 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e825de128a5c9f4671c8221ae45edc5/-/horizon-files-prod/ed/picture/qkrgjv02/792925437eeb0fc8c2538024646af153e3431f9a.jpg"
"1717212103-87","https://www.expat-dakar.com/climatisation?page=12","Ventilateur Sur Pied Roch
Neuf
Point-e,
Dakar

15. mai, 11:15

Vendeur vérifié

25 000 F Cfa

775339898","https://www.expat-dakar.com/annonce/ventilateur-sur-pied-roch-6068982","Ventilateur Sur Pied Roch","Neuf","Point-e

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4842c45178a7eceb099b14b4b890c193/-/horizon-files-prod/ed/picture/qpd6zkmv/6c8c197bdd1a96fe0a666894f569c7da87bb8271.jpg"
"1717212106-88","https://www.expat-dakar.com/climatisation?page=12","CLIMATISEUR ASTECH 12000BTU 1.5 CV INVENTER
Neuf
Plateau,
Dakar

vendredi, 13:23

230 000 F Cfa

259 000 F Cfa

Économisez 11.2%

775267261","https://www.expat-dakar.com/annonce/climatiseur-astech-12000btu-15-cv-inventer-3495676","CLIMATISEUR ASTECH 12000BTU 1.5 CV INVENTER","Neuf","Plateau

Dakar","230 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4a856b7714e5625490333f116e9873c/-/horizon-files-prod/ed/picture/qrmgn5j/43f849497f789325f48c7abb7a59e61acdf1f2d2.jpg"
"1717212109-89","https://www.expat-dakar.com/climatisation?page=12","split elactron 12000btu(1.5cv) a++
Neuf
Ouakam,
Dakar

15. mai, 16:41

Vendeur vérifié

159 900 F Cfa

175 000 F Cfa

Économisez 8.6%

770521414

709557473","https://www.expat-dakar.com/annonce/split-elactron-12000btu15cv-a-6070834","split elactron 12000btu(1.5cv) a++","Neuf","Ouakam

Dakar","159 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0494cefdf643a228e2166399d81ffb0/-/horizon-files-prod/ed/picture/qm5pzp5m/ae5ee9b601b1e650079ed2cb907279181a99514d.jpg"
"1717212114-90","https://www.expat-dakar.com/climatisation?page=11","SPLIT HAIER 1,5cv 12000 BTU GAZ 410
Neuf
Colobane,
Dakar

mercredi, 22:43

165 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/split-haier-15cv-12000-btu-gaz-410-6054057","SPLIT HAIER 1,5cv 12000 BTU GAZ 410","Neuf","Colobane

Dakar","165 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b548d3f8f502ecb2a6d397cdfa2d880/-/horizon-files-prod/ed/picture/qgq9xjd8/f2004719ef7b7e3027e0d0f7c03fa0d492cad233.jpg"
"1717212116-91","https://www.expat-dakar.com/climatisation?page=11","Climatiseur Skaggu R410A Inverter 1,5 cv
D'occasion
Point-e,
Dakar

16. mai, 06:31

100 000 F Cfa

784243125","https://www.expat-dakar.com/annonce/climatiseur-skaggu-r410a-inverter-15-cv-6070901","Climatiseur Skaggu R410A Inverter 1,5 cv","D'occasion","Point-e

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c65654bf9a3238a67ae107fb9cf73fe2/-/horizon-files-prod/ed/picture/q785k5w8/ca5c2f59f604a250ea365a66ca137f85084749a3.jpg"
"1717212119-92","https://www.expat-dakar.com/climatisation?page=11","Climatiseur split
Venant
Plateau,
Dakar

16. mai, 13:46

160 000 F Cfa

768531357","https://www.expat-dakar.com/annonce/climatiseur-split-6071573","Climatiseur split","Venant","Plateau

Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/382c88071b07d4d731815b3348d173b9/-/horizon-files-prod/ed/picture/qq47m28k/abf58cb10ad3e622c073a45a52c9c2678fa64d7b.jpg"
"1717212121-93","https://www.expat-dakar.com/climatisation?page=11","Split Astech 1.25
Neuf
Plateau,
Dakar

17. mai, 07:17

139 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-astech-125-6056826","Split Astech 1.25","Neuf","Plateau

Dakar","139 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9f66d179ae4af11476edf30c121fc7b/-/horizon-files-prod/ed/picture/q9m97785/5d1c3604b9fc905275921df1ff7a11e27800ba35.jpg"
